location_id,time_id,weather_code_id,temperature_2m_max,temperature_2m_min,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant
0,202219800,51,35.4,28.7,47773.45,43200.0,0.2,0.2,0,2,17.7,33.5,167
0,202219900,65,36.8,26.9,47735.64,41171.54,22.5,22.5,0,4,13.9,31.7,145
0,202220000,63,35.1,25.4,47696.8,43200.0,5.8,5.8,0,5,17.7,33.1,147
0,202220100,63,31.8,24.7,47656.99,36978.66,18.3,18.3,0,18,17.5,34.9,124
0,202220200,61,30.2,24.0,47616.24,36944.92,14.7,14.7,0,23,20.1,41.4,120
0,202220300,63,30.9,24.4,47574.53,31353.86,5.1,5.1,0,11,15.5,37.4,122
0,202220400,53,32.4,25.7,47531.48,43200.0,1.1,1.1,0,3,13.9,36.4,156
0,202220500,1,33.3,25.4,47487.1,43200.0,0.0,0.0,0,0,13.8,25.9,160
0,202220600,0,33.8,25.4,47441.44,43265.41,0.0,0.0,0,0,16.2,28.4,153
0,202220700,1,33.8,25.4,47394.57,43200.0,0.0,0.0,0,0,17.7,31.7,151
0,202220800,3,34.0,25.8,47346.53,43200.0,0.0,0.0,0,0,16.8,29.2,145
0,202220900,1,34.9,25.5,47297.41,43200.0,0.0,0.0,0,0,14.8,25.2,142
0,202221000,51,34.4,26.6,47247.24,38002.81,0.1,0.1,0,1,11.5,20.5,147
0,202221100,65,31.4,24.2,47196.09,27911.74,42.1,42.1,0,17,10.1,28.4,118
0,202221200,63,31.9,24.5,47144.03,24838.62,12.9,12.9,0,10,18.2,37.1,120
0,202221300,63,31.9,25.9,47091.1,43069.51,6.2,6.2,0,6,14.8,32.0,124
0,202221400,53,32.6,25.6,47037.35,43200.0,0.9,0.9,0,5,13.2,28.8,147
0,202221500,51,33.2,26.8,46982.86,43200.0,0.3,0.3,0,3,12.2,22.3,159
0,202221600,63,33.5,25.4,46927.66,36012.8,16.9,16.9,0,13,10.5,22.3,91
0,202221700,63,29.3,24.6,46871.82,10250.08,22.4,22.4,0,21,10.0,18.4,98
0,202221800,63,29.6,24.2,46815.38,10669.25,16.4,16.4,0,24,12.5,24.8,97
0,202221900,61,28.7,24.5,46758.4,1100.24,12.6,12.6,0,15,11.7,24.1,62
